,Distance,UCS_Time,UCS_Journey_Time
0,0.04377585146175257,10372.594,281.2376055777566
1,0.01349546064195663,181.05,89.74974293016233
2,0.062397086619648864,4432.044,229.95095089807154
3,0.05641044889793438,11284.72,284.2069212467549
4,0.07923040492928969,4379.028,228.84481223700385
5,0.07682456604641136,32717.883,375.46021656661037
6,0.0092860490918105,5477.91,236.44671992068163
7,0.06167600092996398,27279.739,328.19024638175364
8,0.09246581722320246,33084.125,373.7082398036869
9,0.0024065271915124434,364.288,110.0991687464682
10,0.026355927560908803,4062.453,223.49804862543337
11,0.05960064802588016,22950.894,308.9019606125794
12,0.018085846104495047,245.471,94.79081358509946
13,0.004221484673545706,442.075,109.12641747976205
14,0.020204942129627368,3228.326,202.29316562748005
15,0.08839906756931017,15380.819,287.97455892764344
16,0.019985465673036204,203.188,91.98904480250354
17,0.041268282175598144,2515.003,187.52167781175774
18,0.07324516628500292,28845.168,332.15325889355046
19,0.039893021335749575,3866.551,221.79231139704092
20,0.036684305974268895,2464.456,186.94755940929383
21,0.04512231133582564,2695.483,200.41865783712316
22,0.03786214661645616,2370.536,192.46466882286015
23,0.04432084137682858,2047.794,180.43166907764544
24,0.0031051934240182415,380.041,103.90901614122755
25,0.05563172737510263,25466.392,310.77322630157823
26,0.07538490255376663,38281.953,378.0492361340402
27,0.006617337013915979,4692.609,224.69337009080422
28,0.023774376370484213,1875.476,168.96225897309262
29,0.0026662156736660947,750.465,133.56771054067164
30,0.06812048109126609,11899.056,283.16230182027215
31,0.01353494451450294,403.281,105.94801251741117
32,0.023299118720519926,759.09,138.43434108737753
33,0.050453323905680476,10587.601,270.5847351820766
34,0.02185910193694904,4863.889,230.23580648819882
35,0.04268767042016557,1838.767,172.78277766283958
36,0.016377243132469577,6472.728,250.20418991980725
37,0.009352579118668002,816.188,138.80024914232288
38,0.08441663777861372,29427.912,327.1281588329406
39,0.06431378636004784,5358.98,227.1086716027693
40,0.0090114203237731,10817.419,271.58970837271585
41,0.06392069057517684,10099.313,271.40712035351885
42,0.044486598526148245,7685.856,246.38642996594396
43,0.052306698635928385,9013.393,265.27949769610865
44,0.03718803101585068,1080.831,146.26323608219815
45,0.010836709680326498,64.818,63.99984438048915
46,0.07183541540445122,11150.857,267.5227744223609
47,0.017843938942793375,2809.414,185.57393784160956
48,0.07994755349746269,22744.668,298.53985840255905
49,0.0872923759821295,37977.0,407.0973055689749
50,0.04509455671357456,6459.693,253.54530558671783
51,0.032505848844051985,5959.024,248.0730653212947
52,0.04886178133826623,3263.141,211.1083270400597
53,0.07020046550063416,8516.429,259.7169742589046
54,0.02965109802338406,1865.658,177.59137253251112
55,0.02343037705467189,2377.476,188.86666864887275
56,0.04802971162668397,7452.062,261.41817909421775
57,0.07738094222311108,11893.922,286.8141444635489
58,0.014473727173350964,353.874,111.00735699344713
59,0.05806283538950883,3973.825,215.96734774582495
60,0.04400600682026606,4504.203,230.8361393297569
61,0.020916411589876678,1525.961,165.85049639590636
62,0.04487400664102454,4916.051,237.8864883258131
63,0.07394846400715702,11703.473,286.0475054033049
64,0.048093044904715596,2397.794,193.14553715863582
65,0.013824509668075243,1090.847,149.61856481588688
66,0.08912335309562407,29007.333,343.6428713884429
67,0.014181670804191773,183.486,89.81700742443061
68,0.05244330586269164,3159.932,209.63231487966874
69,0.01214082373828611,497.552,109.97172701376041
70,0.015038636230790287,38.949,52.50286274387114
71,0.06286913780109614,5723.29,238.2784122805895
72,0.08977434216048844,27227.585,336.2918845644877
73,0.0853650231200041,25665.646,327.6721739008701
74,0.013482293658743748,1066.397,150.73695919690113
75,0.08550980039417183,31440.022,366.1962251161973
76,0.08722514346788049,33134.493,418.4349690235783
77,0.029248406972435602,1391.49,160.31537505362044
78,0.08550980039417183,32637.282,366.1962251161973
79,0.01500484011412789,233.376,93.75845936092601
80,0.08691708017562683,33212.052,417.0299506118281
81,0.09226340913865938,27157.34,333.1747551193324
82,0.09374040384919133,32884.691,406.04946111460106
83,0.027513482966455304,8623.756,271.11504600374053
84,0.0821900984529452,25604.444,329.9749320532948
85,0.03142619580674673,10573.695,281.9306297078227
86,0.08611240963389918,33609.58,403.2968056012191
87,0.06026445139294639,10341.497,266.65630297657725
88,0.00944507615277208,480.853,121.20346331002308
89,0.03274312313398652,8232.396,256.67314763039656
90,0.07538490255376663,32048.646,378.0492361340402
91,0.0770792855000853,13491.397,293.1251349242496
92,0.05318430515623341,3568.376,220.04834926297295
93,0.019366842477633116,209.464,82.80837066999838
94,0.07015029451201191,20776.501,311.9681046413562
95,0.0112959423442825,8041.438,262.97170366429117
96,0.0791848612520549,21036.406,309.25102877271814
97,0.07637242156602705,31837.257,373.3430529314695
98,0.047996620205148936,17998.455,298.1937951520872
99,0.03779062368370388,10799.344,276.4883080779148
100,0.021103873775881243,7904.952,253.14315078551616
101,0.05168559788237121,2415.549,181.07570402227614
102,0.049861036569437675,3505.018,217.67408967935256
103,0.0770422898337253,7594.341,255.9975862676628
104,0.0853650231200041,25676.432,327.6721739008701
105,0.02800227433289657,1800.13,175.9084007754312
106,0.0226698263413276,805.474,131.6793770145406
107,0.09649484947098086,32970.8,416.7673397600424
108,0.04823069160982988,33832.512,499.39314415086193
109,0.05878317361544449,11823.227,276.72643356386277
110,0.030932455288322856,765.685,139.17495230011232
111,0.00469923972658062,6.237,12.46826690524524
112,0.07642934815900501,26153.857,327.13121576562946
113,0.04029109703709521,1804.557,152.02199999106423
114,0.01988335169530435,7318.43,249.91890687624226
115,0.03442789160109953,1103.83,144.371717912993
116,0.009437945280316546,15760.92,295.58813693172146
117,0.029422700089630282,5782.684,245.1761900729096
118,0.037274821984764894,3073.962,209.07717787776826
119,0.06542971828237575,6481.277,255.30373316844873
120,0.09461729607787392,35222.822,354.48263057420985
121,0.04562459793850254,5005.34,218.2051789233993
122,0.08726462960205142,34588.564,414.8556289542167
123,0.0456377532439636,9608.104,275.23085762800866
124,0.056326488906779965,9343.196,274.96510622046316
