Distance,Algorithm,Time
0.0020330970463804327,BFS,16.527
0.0024993488932138195,BFS,0.0
0.0024993488932138195,BFS,0.0
0.0033664751239253572,BFS,0.0
0.005438066252813968,BFS,0.0
0.0060693761293890355,BFS,33.0617
0.006572431827715015,BFS,83.5531
0.006737459634758215,BFS,0.0
0.00710607164191034,BFS,147.7276
0.00710607164191034,BFS,149.927
0.00749329647084525,BFS,54.5321
0.007982691930045208,BFS,445.1819
0.008153373025319117,BFS,10.001
0.008362428729143712,BFS,1249.6893
0.008547378433766479,BFS,43.5285
0.00889956261846326,BFS,33.8284
0.008932358077237855,BFS,19.2185
0.009038797108022457,BFS,649.2396
0.009113720225022732,BFS,310.8318
0.009120650908788759,BFS,449.8402
0.009804124960954915,BFS,416.4437
0.010158723833237546,BFS,1066.735
0.010279408267017436,BFS,414.4872
0.01041238916147477,BFS,1425.0256
0.01060277084539494,BFS,967.404
0.010727264854102001,BFS,1266.3952
0.011012683731953412,BFS,11449.9435
0.011060205041501564,BFS,9633.3177
0.01115483478362476,BFS,6649.9638
0.01130638191686456,BFS,533.3485
0.011430830109839172,BFS,120.0915
0.011435464059232858,BFS,33.2326
0.011475255064705363,BFS,7782.2761
0.011489632504129658,BFS,3850.005
0.011551899696585323,BFS,2599.9439
0.011623960867536469,BFS,6633.3116
0.011902778392039246,BFS,883.1419
0.011926487150876774,BFS,5983.9316
0.012139858108725796,BFS,1433.0161
0.012157317962859144,BFS,3916.9108
0.012310881676386602,BFS,2885.9808
0.012503446995127572,BFS,1377.8469
0.012550395882600663,BFS,80.9763
0.012632986257016974,BFS,500.2054
0.013229020695804993,BFS,2066.3139
0.013278780402206567,BFS,5266.5011
0.013475096200025224,BFS,6416.7011
0.013637220063124025,BFS,2333.6116
0.013708371693604109,BFS,5083.3284
0.013819960409856103,BFS,549.7259
0.013873039158382108,BFS,3883.3308
0.014007968608259827,BFS,2416.1872
0.014031660982577635,BFS,26083.153
0.014588965482514545,BFS,567.5398
0.014743651666057385,BFS,382.3127
0.014789954921161367,BFS,14548.9064
0.014851329961320103,BFS,16449.5884
0.014949401496044755,BFS,9733.0502
0.015198161163115266,BFS,39.5635
0.015233026374294885,BFS,583.1591
0.015662178440113757,BFS,67.5981
0.015693663702588713,BFS,5399.9035
0.01582648525384051,BFS,1167.387
0.015963746185965307,BFS,4088.4705
0.016273959716367494,BFS,7310.8569
0.01629063384555596,BFS,15516.5325
0.01631450901069459,BFS,3716.6551
0.01647060806557992,BFS,199.6137
0.016574939880736557,BFS,2633.0627
0.016619036080654622,BFS,5999.907
0.016750775521749556,BFS,116.3757
0.016834568874788135,BFS,7849.8977
0.016861054390815994,BFS,6616.3342
0.016953537975600452,BFS,7465.8043
0.017024112200344988,BFS,15298.2898
0.017077143240308904,BFS,7280.9624
0.017192651094287376,BFS,9718.2828
0.01723998694315197,BFS,11599.8847
0.017398365788199827,BFS,150.9079
0.017402802134427048,BFS,17516.3098
0.01750939849595126,BFS,27699.8028
0.017546984907098315,BFS,27035.7425
0.01804811488106286,BFS,5105.8476
0.018052695405394132,BFS,6450.0812
0.01813413899251725,BFS,415.2411
0.018340068493060115,BFS,2416.4048
0.0183533789379513,BFS,2744.8592
0.018355670533107504,BFS,249.9884
0.01856715971951466,BFS,32616.0623
0.018583858031366536,BFS,402.3523
0.018659952199831457,BFS,450.2272
0.018907254193298778,BFS,516.8523
0.01895193028823063,BFS,268.3027
0.01900119067058823,BFS,15483.0965
0.01912216511407679,BFS,1851.9943
0.01919327692708945,BFS,8749.9185
0.0192080989223295,BFS,10802.1878
0.019224362751467126,BFS,5599.8699
0.019224362751467126,BFS,5583.591
0.019342623432459526,BFS,7799.6378
0.019553735857887965,BFS,4818.9083
0.019956098346370132,BFS,166.8715
0.020116069177152928,BFS,2766.5927
0.020118165650473842,BFS,11533.4058
0.02027004164031131,BFS,6018.0681
0.020300866879029864,BFS,12452.2401
0.02039142900583331,BFS,4773.4083
0.02053171836987933,BFS,6415.3692
0.020542929501413787,BFS,13550.5197
0.02059761745663816,BFS,1966.5466
0.02075543598120618,BFS,566.0559
0.020799094043731512,BFS,14549.861
0.02085367812209627,BFS,28418.7913
0.02090992915650179,BFS,21367.1699
0.021025284185000444,BFS,13431.4601
0.021100767411873944,BFS,21816.2234
0.021183718612414745,BFS,11216.6012
0.021211338504205764,BFS,1383.3238
0.02121500952745544,BFS,2800.0374
0.021265281349890763,BFS,1014.1691
0.021318065977004613,BFS,18899.7994
0.021321432634791297,BFS,28932.4465
0.02167592205189814,BFS,514.8655
0.02167592205189814,BFS,515.1045
0.021855600531669444,BFS,29502.168
0.021986328977796503,BFS,29547.2103
0.021999693836506105,BFS,8431.0375
0.022136080521403013,BFS,2649.7149
0.022209702095479865,BFS,8899.9763
0.022233295314234142,BFS,8349.605
0.022304640626110962,BFS,12749.8329
0.022435235901144136,BFS,666.623
0.022435235901144136,BFS,666.6093
0.022519553857481552,BFS,3269.3211
0.0225389429071105,BFS,30383.4825
0.02255109466478383,BFS,10413.803
0.022597854227779213,BFS,25583.125
0.022659981428279775,BFS,450.0415
0.02278228069399518,BFS,949.9796
0.02280310173660603,BFS,949.7044
0.022948009015380248,BFS,25216.5716
0.022967754171663718,BFS,18683.4817
0.02306041391757668,BFS,11069.1346
0.02318854179481847,BFS,3265.5321
0.02362613845151205,BFS,1400.0364
0.023650653432197903,BFS,31643.1511
0.023786550958471132,BFS,19016.5105
0.02387434056660004,BFS,25469.0079
0.023879663675395072,BFS,5616.6129
0.023937653943734517,BFS,30066.3269
0.024172001735892585,BFS,29683.0917
0.02501370642028067,BFS,18564.2859
0.025040002883387855,BFS,2249.957
0.025557297548840882,BFS,16398.3529
0.02564305025401598,BFS,3285.595
0.02564305025401598,BFS,3288.8019
0.025945637617525236,BFS,33666.1486
0.02601834616189075,BFS,2766.4358
0.026038382837841743,BFS,25383.2103
0.026515189605394788,BFS,23434.9999
0.026721286518803525,BFS,18547.3359
0.026751448032771144,BFS,25333.3807
0.0268130923350898,BFS,7095.3228
0.02687516881770261,BFS,18756.6614
0.02687516881770261,BFS,18733.2149
0.026962525843289176,BFS,23349.775
0.027006809222305403,BFS,9733.2884
0.027124985618429562,BFS,11480.919
0.027124985618429562,BFS,11716.6036
0.027124985618429562,BFS,11633.4021
0.0271948137893971,BFS,5933.3025
0.027259410754087627,BFS,18833.1669
0.027407193522322,BFS,11649.9467
0.02745803416852546,BFS,32697.6412
0.027875958192681093,BFS,33583.0538
0.028024150977504866,BFS,4319.6571
0.028123364257144352,BFS,7100.7927
0.028243492504293047,BFS,4582.5906
0.028275427468032282,BFS,3316.2821
0.028275684815934236,BFS,33797.5862
0.028331896891136833,BFS,6915.259
0.028511214201608414,BFS,31734.7582
0.028735016032707932,BFS,12083.5182
0.028804651138662735,BFS,30447.354
0.028804651138662735,BFS,30850.5458
0.02901150384381981,BFS,27599.8143
0.02906502219593092,BFS,22266.3862
0.029184094309229133,BFS,30789.1387
0.02926662563279236,BFS,21004.4774
0.0295639324808126,BFS,33583.16
0.029605170922661156,BFS,25469.0645
0.029711254846945208,BFS,24633.1843
0.02979923261176392,BFS,28516.4619
0.029906080818623046,BFS,14783.5001
0.029968421079696203,BFS,7814.7562
0.029988823725013897,BFS,30830.7892
0.03006016586813945,BFS,8797.3051
0.030096437130330972,BFS,3295.3547
0.03133213791875871,BFS,10182.9654
0.03186444984571399,BFS,13977.4559
0.0020330970463804327,DFS,0.0
0.0024993488932138195,DFS,82.9541
0.0024993488932138195,DFS,85.2376
0.0033664751239253572,DFS,1700.1088
0.005438066252813968,DFS,0.0
0.0060693761293890355,DFS,52.4166
0.006572431827715015,DFS,50.156
0.006737459634758215,DFS,16.6915
0.00710607164191034,DFS,33.3563
0.00710607164191034,DFS,52.1627
0.00749329647084525,DFS,45.584
0.007982691930045208,DFS,568.1674
0.008153373025319117,DFS,3.8607
0.008362428729143712,DFS,766.687
0.008547378433766479,DFS,1272.1005
0.00889956261846326,DFS,0.0
0.008932358077237855,DFS,67.7452
0.009038797108022457,DFS,1333.0842
0.009113720225022732,DFS,566.5906
0.009120650908788759,DFS,801.6952
0.009804124960954915,DFS,0.0
0.010158723833237546,DFS,549.7444
0.010279408267017436,DFS,0.0
0.01041238916147477,DFS,100.0133
0.01060277084539494,DFS,50.0819
0.010727264854102001,DFS,566.7647
0.011012683731953412,DFS,1366.6889
0.011060205041501564,DFS,1349.9187
0.01115483478362476,DFS,1349.9559
0.01130638191686456,DFS,537.3408
0.011430830109839172,DFS,100.065
0.011435464059232858,DFS,516.7498
0.011475255064705363,DFS,33.4494
0.011489632504129658,DFS,1299.9649
0.011551899696585323,DFS,1299.9783
0.011623960867536469,DFS,1350.262
0.011902778392039246,DFS,283.4226
0.011926487150876774,DFS,983.6167
0.012139858108725796,DFS,87.3588
0.012157317962859144,DFS,1299.975
0.012310881676386602,DFS,564.2569
0.012503446995127572,DFS,917.3143
0.012550395882600663,DFS,17.1995
0.012632986257016974,DFS,1235.5827
0.013229020695804993,DFS,916.6419
0.013278780402206567,DFS,50.7892
0.013475096200025224,DFS,42.1506
0.013637220063124025,DFS,916.3283
0.013708371693604109,DFS,566.6656
0.013819960409856103,DFS,265.6393
0.013873039158382108,DFS,1266.6853
0.014007968608259827,DFS,100.2542
0.014031660982577635,DFS,1366.644
0.014588965482514545,DFS,269.2727
0.014743651666057385,DFS,233.3464
0.014789954921161367,DFS,16.731
0.014851329961320103,DFS,735.1846
0.014949401496044755,DFS,1416.734
0.015198161163115266,DFS,108.2269
0.015233026374294885,DFS,0.0
0.015662178440113757,DFS,500.3363
0.015693663702588713,DFS,16.7539
0.01582648525384051,DFS,1682.8574
0.015963746185965307,DFS,0.0
0.016273959716367494,DFS,734.9489
0.01629063384555596,DFS,16.6687
0.01631450901069459,DFS,749.9588
0.01647060806557992,DFS,0.0
0.016574939880736557,DFS,766.6605
0.016619036080654622,DFS,1033.0136
0.016750775521749556,DFS,116.8915
0.016834568874788135,DFS,766.6645
0.016861054390815994,DFS,1432.6358
0.016953537975600452,DFS,1049.4133
0.017024112200344988,DFS,33.2585
0.017077143240308904,DFS,1033.2933
0.017192651094287376,DFS,1430.7962
0.01723998694315197,DFS,33.0887
0.017398365788199827,DFS,1265.7559
0.017402802134427048,DFS,34.9216
0.01750939849595126,DFS,367.3427
0.017546984907098315,DFS,362.4911
0.01804811488106286,DFS,49.9985
0.018052695405394132,DFS,464.3595
0.01813413899251725,DFS,0.0
0.018340068493060115,DFS,0.0
0.0183533789379513,DFS,816.8001
0.018355670533107504,DFS,466.4876
0.01856715971951466,DFS,350.0046
0.018583858031366536,DFS,230.1074
0.018659952199831457,DFS,581.2568
0.018907254193298778,DFS,466.3987
0.01895193028823063,DFS,115.3357
0.01900119067058823,DFS,1452.2339
0.01912216511407679,DFS,1614.4496
0.01919327692708945,DFS,718.7104
0.0192080989223295,DFS,747.7453
0.019224362751467126,DFS,100.2159
0.019224362751467126,DFS,84.9458
0.019342623432459526,DFS,366.6826
0.019553735857887965,DFS,147.763
0.019956098346370132,DFS,299.8668
0.020116069177152928,DFS,1135.2875
0.020118165650473842,DFS,1463.3681
0.02027004164031131,DFS,146.2119
0.020300866879029864,DFS,731.0076
0.02039142900583331,DFS,149.9768
0.02053171836987933,DFS,1148.9835
0.020542929501413787,DFS,1597.2956
0.02059761745663816,DFS,1166.5897
0.02075543598120618,DFS,114.8755
0.020799094043731512,DFS,733.4049
0.02085367812209627,DFS,31.0184
0.02090992915650179,DFS,348.2489
0.021025284185000444,DFS,2.7346
0.021100767411873944,DFS,16.681
0.021183718612414745,DFS,16.6214
0.021211338504205764,DFS,1150.099
0.02121500952745544,DFS,0.0
0.021265281349890763,DFS,1166.9303
0.021318065977004613,DFS,1516.4295
0.021321432634791297,DFS,1516.6131
0.02167592205189814,DFS,299.8714
0.02167592205189814,DFS,316.5637
0.021855600531669444,DFS,14.7063
0.021986328977796503,DFS,16.6779
0.021999693836506105,DFS,283.4461
0.022136080521403013,DFS,0.0
0.022209702095479865,DFS,182.8464
0.022233295314234142,DFS,474.8626
0.022304640626110962,DFS,369.0151
0.022435235901144136,DFS,15.5109
0.022435235901144136,DFS,0.0
0.022519553857481552,DFS,216.3387
0.0225389429071105,DFS,316.4302
0.02255109466478383,DFS,164.0921
0.022597854227779213,DFS,1548.8844
0.022659981428279775,DFS,1649.9306
0.02278228069399518,DFS,0.0
0.02280310173660603,DFS,16.3613
0.022948009015380248,DFS,333.3629
0.022967754171663718,DFS,856.5354
0.02306041391757668,DFS,367.3554
0.02318854179481847,DFS,203.267
0.02362613845151205,DFS,1183.1746
0.023650653432197903,DFS,5.6206
0.023786550958471132,DFS,1566.8299
0.02387434056660004,DFS,1500.7541
0.023879663675395072,DFS,283.6014
0.023937653943734517,DFS,16.8486
0.024172001735892585,DFS,316.6401
0.02501370642028067,DFS,302.0337
0.025040002883387855,DFS,112.6924
0.025557297548840882,DFS,472.2667
0.02564305025401598,DFS,116.894
0.02564305025401598,DFS,112.8356
0.025945637617525236,DFS,333.3021
0.02601834616189075,DFS,16.6423
0.026038382837841743,DFS,1116.3038
0.026515189605394788,DFS,1530.4596
0.026721286518803525,DFS,299.971
0.026751448032771144,DFS,324.7347
0.0268130923350898,DFS,115.6562
0.02687516881770261,DFS,616.9243
0.02687516881770261,DFS,617.3768
0.026962525843289176,DFS,1533.574
0.027006809222305403,DFS,616.8954
0.027124985618429562,DFS,599.9988
0.027124985618429562,DFS,618.932
0.027124985618429562,DFS,586.0224
0.0271948137893971,DFS,199.9573
0.027259410754087627,DFS,25.2636
0.027407193522322,DFS,600.0066
0.02745803416852546,DFS,349.9135
0.027875958192681093,DFS,683.2796
0.028024150977504866,DFS,414.0583
0.028123364257144352,DFS,117.0839
0.028243492504293047,DFS,116.3474
0.028275427468032282,DFS,116.9862
0.028275684815934236,DFS,349.9117
0.028331896891136833,DFS,419.0449
0.028511214201608414,DFS,450.2421
0.028735016032707932,DFS,166.4128
0.028804651138662735,DFS,1088.7112
0.028804651138662735,DFS,1131.1524
0.02901150384381981,DFS,20.6894
0.02906502219593092,DFS,999.9795
0.029184094309229133,DFS,1460.5949
0.02926662563279236,DFS,1628.6672
0.0295639324808126,DFS,1500.5671
0.029605170922661156,DFS,447.6331
0.029711254846945208,DFS,1002.6095
0.02979923261176392,DFS,700.7575
0.029906080818623046,DFS,0.9943
0.029968421079696203,DFS,1633.1628
0.029988823725013897,DFS,1101.0096
0.03006016586813945,DFS,168.8813
0.030096437130330972,DFS,116.6733
0.03133213791875871,DFS,152.6266
