,Distance,DFS_Time,BFS_Time,UCS_Time,A_Star_Time,DFS_Journey_Time,BFS_Journey_Time,UCS_Journey_Time,A_Star_Journey_Time
0,5953.0552931648,3053.129,21.557,120.851,71.692,8592.383303368208,,79.48020832605462,79.48020832605462
1,5954.422156902,671.583,65192.472,21253.66,6754.747,8845.442621369362,,309.09539610309366,309.09539610309366
2,5951.4214308061,123.412,14570.259,2597.641,1376.314,5858.549157487207,,191.3359894315508,191.3359894315508
3,5953.4420932941,264.593,128532.081,11236.757,5263.746,5664.334187469498,,277.3850589668121,277.3850589668121
4,5949.702008664,42.495,134402.13,26918.648,9474.804,3711.0804243746734,,330.07206881642776,330.07206881642776
