Distance,A_Star_Time,A_Star_Journey_Time
0.0229909140753234,175.034,118.60199917385502
0.0203458950727847,0.328,37.33083256752334
0.0069046456606355,0.062,8.849918994083946
0.0071855328729419,0.02,0.0
0.0247389935997846,1.99,65.3230866100093
0.0038562197831912,4.229,56.93350531693442
0.0271135794686863,33.632,129.04362408792696
0.0286480003874317,213.124,111.5219269732899
0.0188667465125351,233.429,132.53156330537468
0.0084101804779378,1.651,25.306620693367833
0.0100203021860859,7.089,29.24616497442408
0.0119890023733379,31.488,34.97130342367781
0.0116976564059619,120.787,36.09151192720419
0.0090287292244642,63.468,100.86353064398632
0.0087587986023832,118.019,101.33776804305296
0.0078000970504201,0.694,23.009006090954287
0.0067557339995886,0.27,19.991801051464986
0.0055873647938739,49.588,82.9398287206763
0.0051964136625464,2.943,40.18149294706206
0.0043637113392488,23.236,78.71647734536549
0.0021694021138996,10.571,70.1729392536518
0.0054065709969316,15.986,109.60159878066442
0.0047810489088286,666.65,206.93067314915743
0.0092289314489623,186.359,110.37265675270284
0.0132231066138809,516.763,126.31557416079715
0.009342479612015,616.401,136.2515047695208
0.0027491013032892,368.126,98.64964812223512
0.0038258360766648,524.594,105.10249008270024
0.0028307758705826,566.816,120.88000675462658
0.0048891218506374,657.297,126.74565683934031
0.000548317643058,652.488,121.91051849540597
0.0037327019431325,705.13,138.8138019709883
0.0022934029255013,762.289,148.3123334898145
0.0037630804926829,803.546,152.34354357018583
0.0008715352679622,770.341,146.03506840760116
0.0017057306585303,792.615,152.21692263489584
0.0002191202405814,789.526,149.92852629012083
0.0006130592080227,787.049,146.76313189851584
0.0049399195730941,854.431,144.06547654736778
0.0095357133385563,529.992,129.40016914054877
0.0082717212283069,436.442,132.16539642461743
0.0057253100002293,430.089,114.97612092975798
0.0035862809453996,704.225,138.3551450273588
0.0363255889318751,58.974,102.57410994104607
0.0036032212346587,0.666,40.275176800801546
2.987910221758968e-05,0.106,21.376829597039865
0.0039468621816725,0.046,8.188298975266939
0.0023905284957804,0.019,0.0
0.0011539268936187,0.042,13.172812498664689
0.0067900964303502,37.511,62.899017830337456
0.0130677286354286,0.928,30.09898196538106
0.0167630869130807,1.246,52.51965754470259
0.0151858344686315,12.27,58.61407915606022
0.0027182273564404,2.621,63.30553566604373
0.0101149253276618,0.213,42.069976251782656
0.0082637607916456,0.077,23.036561249995835
0.0090855067188843,0.071,18.66385512166979
0.011454620288715,0.76,31.74369713992652
0.0037989495987147,0.016,0.0
0.0,0.011,0.0
0.0195042320438172,5.677,54.55806224709944
0.0218165715425781,14.064,74.0818349603487
0.0349081974190915,760.533,170.4894702273249
0.0339021836673403,717.351,167.44724636487538
0.0330176884360143,711.669,160.0313502041604
0.0305927946483318,617.879,153.63539462697878
0.0315335669381718,669.104,161.18644838394954
0.0326043242166523,709.573,164.4368884535769
0.0299752393263301,667.121,157.4810838294591
0.028082738222712,534.913,146.98167888792742
0.0345187428089647,641.06,163.81899378097478
0.0354002499213936,684.848,170.9786977010437
0.0363499866961939,744.848,173.90521955046003
0.0373694471825101,946.59,176.9809319340461
0.0382937845723451,860.271,184.47832565731693
0.0358200841446635,787.758,177.99101332478207
0.0399865785906749,871.793,188.7723933775351
0.0391244945075871,852.892,181.8493385993397
0.0423103737661531,892.396,190.86547578246868
0.0342293893408102,619.335,161.5008994883442
0.0369760085868618,673.488,168.66786008241937
0.0315345638319733,667.929,156.1210786316624
0.0262350594566671,433.61,137.07525189915552
0.0237822783435275,275.301,123.93602218117022
0.0202114275020548,91.42,96.23260747320762
0.0137918594404128,217.468,100.5244622588872
0.0170932810394126,93.325,91.69413654859056
0.0207049715493563,12.824,76.5114377365272
0.0205346458235565,28.084,81.1368347431816
0.016972252145012,618.755,122.04722013530557
0.016685390912151,616.315,117.49781556372652
0.0152530660524715,668.47,125.68140103513107
0.0142993487652436,0.497,53.185260173701685
0.024909808913784,143.233,136.31957857397785
0.0177925079483423,161.067,91.4696390251262
0.0182342575970785,223.905,92.18015846368904
0.0157500986183095,252.543,110.68682741238185
0.0186451302879425,100.985,89.96750432149857
0.0116358956447635,720.847,134.11093856730895
0.0093429791846139,760.154,139.38577328981464
0.0317213223394736,360.178,156.7303906541026
0.0122927914703612,60.327,103.42375960400577
0.0133496049008025,59.398,106.22945298833656
0.0118400861865105,59.193,107.36274602236452
0.0305439875333656,366.293,146.751070121591
0.0403431745416353,11.156,99.2914743343364
0.0443214167708876,48.665,124.21764196450688
0.0308951054536686,57.091,86.76834103480526
0.0328812367820662,105.38,93.2310750028686
0.0261429314257387,5.998,70.15366642919246
0.0247937748958608,6.612,61.110824759149224
0.0236622578445353,3.247,60.01422406044087
0.0347388765274637,110.952,95.84219873810828
